iter	Passed	Remaining
1059	85813	165150
1060	85907	165095
1061	85978	164994
1062	86072	164939
1063	86156	164864
1064	86259	164824
1065	86341	164746
1066	86437	164692
1067	86512	164600
1068	86595	164524
1069	86683	164455
1070	86749	164345
1071	86834	164272
1072	86914	164188
1073	87010	164136
1074	87109	164090
1075	87204	164034
1076	87285	163954
1077	87383	163905
1078	87444	163785
1079	87530	163714
1080	87602	163615
1081	87702	163570
1082	87769	163464
1083	87856	163393
1084	87933	163305
1085	88022	163239
1086	88114	163178
1087	88204	163113
1088	88283	163027
1089	88374	162965
1090	88457	162888
1091	88525	162783
1092	88604	162698
1093	88695	162636
1094	88791	162581
1095	88889	162532
1096	88991	162488
1097	89087	162434
1098	89188	162389
1099	89262	162294
1100	89361	162247
1101	89439	162159
1102	89543	162119
1103	89616	162023
1104	89689	161928
1105	89772	161850
1106	89838	161741
1107	89934	161686
1108	90003	161583
1109	90096	161524
1110	90179	161446
1111	90260	161365
1112	90352	161302
1113	90428	161212
1114	90520	161150
1115	90592	161053
1116	90680	160984
1117	90818	161003
1118	90899	160921
1119	90989	160856
1120	91066	160767
1121	91149	160688
1122	91246	160636
1123	91320	160542
1124	91423	160498
1125	91540	160480
1126	91619	160395
1127	91697	160307
1128	91785	160237
1129	91875	160171
1130	91967	160109
1131	92030	159995
1132	92106	159905
1133	92203	159852
1134	92290	159780
1135	92365	159687
1136	92447	159607
1137	92519	159510
1138	92610	159446
1139	92700	159379
1140	92798	159327
1141	92880	159247
1142	92966	159172
1143	93048	159094
1144	93149	159046
1145	93248	158993
1146	93319	158895
1147	93406	158822
1148	93486	158740
1149	93577	158674
1150	93647	158574
1151	93737	158507
1152	93810	158411
1153	93878	158308
1154	93964	158234
1155	94052	158164
1156	94153	158116
1157	94241	158045
1158	94334	157984
1159	94395	157868
1160	94470	157776
1161	94567	157720
1162	94652	157646
1163	94736	157568
1164	94820	157491
1165	94898	157404
1166	94980	157324
1167	95067	157251
1168	95140	157156
1169	95222	157076
1170	95297	156984
1171	95387	156918
1172	95461	156823
1173	95541	156740
1174	95608	156635
1175	95682	156542
1176	95756	156448
1177	95827	156350
1178	95913	156276
1179	96015	156228
1180	96104	156160
1181	96170	156053
1182	96241	155955
1183	96323	155874
1184	96408	155799
1185	96503	155740
1186	96594	155674
1187	96675	155592
1188	96764	155523
1189	96843	155438
1190	96939	155380
1191	97035	155321
1192	97132	155265
1193	97218	155190
1194	97308	155124
1195	97394	155049
1196	97471	154961
1197	97554	154882
1198	97676	154864
1199	97784	154825
1200	97879	154765
1201	97962	154685
1202	98035	154591
1203	98117	154510
1204	98192	154418
1205	98268	154329
1206	98335	154224
1207	98408	154129
1208	98502	154067
1209	98586	153991
1210	98662	153900
1211	98752	153831
1212	98817	153725
1213	98912	153664
1214	98989	153575
1215	99071	153495
1216	99162	153428
1217	99264	153379
1218	99341	153291
1219	99436	153230
1220	99525	153160
1221	99602	153072
1222	99677	152979
1223	99761	152902
1224	99849	152830
1225	99962	152797
1226	100068	152752
1227	100146	152665
1228	100231	152589
1229	100300	152488
1230	100363	152379
1231	100458	152318
1232	100516	152200
1233	100587	152104
1234	100662	152013
1235	100742	151929
1236	100826	151851
1237	100904	151765
1238	100977	151669
1239	101066	151599
1240	101147	151517
1241	101231	151439
1242	101324	151375
1243	101416	151310
1244	101488	151213
1245	101569	151132
1246	101654	151055
1247	101733	150970
1248	101822	150899
1249	101896	150806
1250	101994	150749
1251	102075	150667
1252	102173	150610
1253	102253	150526
1254	102346	150461
1255	102439	150397
1256	102524	150320
1257	102609	150243
1258	102697	150171
1259	102761	150065
1260	102847	149989
1261	102939	149923
1262	103030	149855
1263	103103	149761
1264	103181	149674
1265	103267	149599
1266	103346	149513
1267	103424	149427
1268	103515	149359
1269	103599	149280
1270	103710	149242
1271	103806	149180
1272	103911	149132
1273	104023	149094
1274	104106	149015
1275	104195	148944
1276	104305	148903
1277	104401	148840
1278	104501	148785
1279	104574	148691
1280	104661	148618
1281	104739	148531
1282	104838	148473
1283	104927	148401
1284	105034	148356
